index,image_url
138,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGwrZ5Jy/full/max/0/default.jpg
139,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndH4Q5uTF/full/max/0/default.jpg
140,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndkvgNvhP/full/max/0/default.jpg
141,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndm3Dukqf/full/max/0/default.jpg
142,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndm9mSayw/full/max/0/default.jpg
143,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmGJyR8D/full/max/0/default.jpg
144,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmNrWFGV/full/max/0/default.jpg
145,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmVQ35Qm/full/max/0/default.jpg
146,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmbwZuZ3/full/max/0/default.jpg
147,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmiV6jhK/full/max/0/default.jpg
148,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmq2dZqb/full/max/0/default.jpg
149,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndmwaAPys/full/max/0/default.jpg
150,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neForTRE1/full/max/0/default.jpg
151,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neFvPzFNH/full/max/0/default.jpg
152,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neG2wX5WZ/full/max/0/default.jpg
153,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neG9V3ueq/full/max/0/default.jpg
154,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neGG2ajo7/full/max/0/default.jpg
155,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neGNa7ZwP/full/max/0/default.jpg
156,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neGV7eQ5f/full/max/0/default.jpg
157,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neGbfBEDw/full/max/0/default.jpg
158,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neGiCi4ND/full/max/0/default.jpg
159,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4neGpkEtWV/full/max/0/default.jpg
160,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nekh2Xukd/full/max/0/default.jpg
161,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nekoa4jtu/full/max/0/default.jpg
162,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nekv7ba3B/full/max/0/default.jpg
163,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nem2f8QBT/full/max/0/default.jpg
164,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nem9CfEKj/full/max/0/default.jpg
165,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nemFkC4U1/full/max/0/default.jpg
166,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nemNHitcH/full/max/0/default.jpg
167,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nemUqFikZ/full/max/0/default.jpg
168,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nembNnYtq/full/max/0/default.jpg
169,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nemhvKP37/full/max/0/default.jpg
170,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfFaCcQHF/full/max/0/default.jpg
171,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfFgk9ERX/full/max/0/default.jpg
172,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfFoHg4Zo/full/max/0/default.jpg
173,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfFuqCti5/full/max/0/default.jpg
174,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfG2NjirM/full/max/0/default.jpg
175,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfG8vGYzd/full/max/0/default.jpg
176,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfGFToP8u/full/max/0/default.jpg
177,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfGN1LDHB/full/max/0/default.jpg
178,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfGUYs3RT/full/max/0/default.jpg
179,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfGb6PsZj/full/max/0/default.jpg
180,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfkTNgtos/full/max/0/default.jpg
181,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfkZvDix9/full/max/0/default.jpg
182,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nfkgTkZ6R/full/max/0/default.jpg
